d,0,0.0686802819743445
d,10,0.0686802819743445
d,20,0.0686802819743445
d,30,0.0686802819743445
d,40,0.0686802819743445
d,50,0.0686802819743445
d,60,0.0686802819743445
d,70,0.0686802819743445
d,80,0.0686802819743445
d,90,0.0686802819743445
d,100,0.0686802819743445
d,110,0.06793453178754734
d,120,0.06793453178754734
d,130,0.06793453178754734
d,140,0.06793453178754734
d,150,0.06793453178754734
d,160,0.06793453178754734
d,170,0.06793453178754734
d,180,0.06818181818181818
d,190,0.06818181818181818
d,200,0.06818181818181818
d,210,0.06818181818181818
d,220,0.06818181818181818
d,230,0.06818181818181818
d,240,0.06818181818181818
d,250,0.0684462055457187
d,260,0.0684462055457187
d,270,0.0684462055457187
d,280,0.0684462055457187
d,290,0.0684462055457187
d,300,0.0684462055457187
d,310,0.0684462055457187
d,320,0.0684462055457187
d,330,0.06838058027450833
d,340,0.06838058027450833
d,350,0.06838058027450833
d,360,0.06838058027450833
d,370,0.06838058027450833
d,380,0.06838058027450833
d,390,0.06838058027450833
d,400,0.06838058027450833
d,410,0.06838058027450833
